object			
volume	61157	Bégin	1823
orth	Hydro-séléniate		
entry	Hydro-selenique	1	
orth	Hydro-selenique		
pb	349	0359	
entry	Hydrosiderum	0	
orth	Hydrosiderum		
entry	Hydrostatique	0	
orth	Hydrostatique		
entry	Hydrosulfate	0	
orth	Hydrosulfate		
entry	Hydrosulfure	0	
orth	Hydrosulfure		
entry	Hydrosulfureux	0	
orth	Hydrosulfureux		
entry	Hydrosulfurique	0	
orth	Hydrosulfurique		
entry	Hydrotellurate	0	
orth	Hydrotellurate		
entry	Hydrotellurique	0	
orth	Hydrotellurique		
entry	Hydrothorax	0	
orth	Hydrothorax		
entry	Hydrothyonique	0	
orth	Hydrothyonique		
entry	Hydrotique	0	
orth	Hydrotique		
entry	Hydrotite	0	
orth	Hydrotite		
entry	Hydroxanthique	1	
orth	Hydroxanthique		
pb	350	0360	
entry	Hydrure	0	
orth	Hydrure		
entry	Hyémal	0	
orth	Hyémal		
entry	Hyéropyre	0	
orth	Hyéropyre		
entry	Hygiène	0	
orth	Hygiène		
entry	Hygiénique	0	
orth	Hygiénique		
entry	Hygroblépharique	0	
orth	Hygroblépharique		
entry	Hygro-cirsocèle	0	
orth	Hygro-cirsocèle		
entry	Hygromètre	0	
orth	Hygromètre		
entry	Hygrométrie	0	
orth	Hygrométrie		
entry	Hygrométrique	0	
orth	Hygrométrique		
entry	Hygrophobie	0	
orth	Hygrophobie		
entry	Hygrophthalmique	0	
orth	Hygrophthalmique		
entry	Hygroscope	0	
orth	Hygroscope		
entry	Hygroscopie	0	
orth	Hygroscopie		
entry	Hymen	0	
orth	Hymen		
entry	Hymenographie	0	
orth	Hymenographie		
entry	Hymenologie	0	
orth	Hymenologie		
entry	Hymenotomie	0	
orth	Hymenotomie		
entry	Hyo-chondro-glosse	0	
orth	Hyo-chondro-glosse		
entry	Hyo-épiglottique	0	
orth	Hyo-épiglottique		
entry	Hyo-glosse	0	
orth	Hyo-glosse		
entry	Hyo-glossien	0	
orth	Hyo-glossien		
entry	Hyo-glosso-basi-pharyngien	1	
orth	Hyo-glosso-basi-pharyngien		
pb	351	0361	
entry	Hyoïde	0	
orth	Hyoïde		
entry	Hyoïdien	0	
orth	Hyoïdien		
entry	Hyo-pharyngien	0	
orth	Hyo-pharyngien		
entry	Hyo-sternal	0	
orth	Hyo-sternal		
entry	Hyo-thyroïdien	0	
orth	Hyo-thyroïdien		
entry	Hyperbolique	0	
orth	Hyperbolique		
entry	Hypercatharsie	0	
orth	Hypercatharsie		
entry	Hypercrise	0	
orth	Hypercrise		
entry	Hyperéphidrose	0	
orth	Hyperéphidrose		
entry	Hyperépidose	0	
orth	Hyperépidose		
entry	Hypérésie	0	
orth	Hypérésie		
entry	Hyperesthésie	0	
orth	Hyperesthésie		
entry	Hyperhydrose	0	
orth	Hyperhydrose		
entry	Hyperkinésie	0	
orth	Hyperkinésie		
entry	Hypermésie	0	
orth	Hypermésie		
entry	Hypéro-pharyngien	0	
orth	Hypéro-pharyngien		
entry	Hypérostose	0	
orth	Hypérostose		
entry	Hyperoximuriate	0	
orth	Hyperoximuriate		
entry	Hyperoximuriatique	0	
orth	Hyperoximuriatique		
entry	Hypersarcose	0	
orth	Hypersarcose		
entry	Hypersthénie	0	
orth	Hypersthénie		
entry	Hypersthénique	0	
orth	Hypersthénique		
entry	Hypertonie	0	
orth	Hypertonie		
entry	Hypertrophie	0	
orth	Hypertrophie		
entry	Hyperzoodynamie	0	
orth	Hyperzoodynamie		
entry	Hypnobatase	0	
orth	Hypnobatase		
entry	Hypnobate	0	
orth	Hypnobate		
entry	Hypnologie	0	
orth	Hypnologie		
entry	Hypnologique	1	
orth	Hypnologique		
pb	352	0362	
entry	Hypnotique	0	
orth	Hypnotique		
entry	Hypocatharsie	0	
orth	Hypocatharsie		
entry	Hypochondre, Hypocondre	0	
orth	Hypochondre		
orth	Hypocondre		
entry	Hypochondriaque	0	
orth	Hypochondriaque		
entry	Hypochondrie	0	
orth	Hypochondrie		
entry	Hypochyma	0	
orth	Hypochyma		
entry	Hypociste	0	
orth	Hypociste		
entry	Hypocophose	0	
orth	Hypocophose		
entry	Hypocophosie	0	
orth	Hypocophosie		
entry	Hypocrane	0	
orth	Hypocrane		
entry	Hypocras	0	
orth	Hypocras		
entry	Hypocratériforme	0	
orth	Hypocratériforme		
entry	Hypogastre	0	
orth	Hypogastre		
entry	Hypogastrique	0	
orth	Hypogastrique		
entry	Hypogastrocèle	0	
orth	Hypogastrocèle		
entry	Hypogastrorhexie	0	
orth	Hypogastrorhexie		
entry	Hypoglosse	0	
orth	Hypoglosse		
entry	Hypoglotides	0	
orth	Hypoglotides		
entry	Hypogyne	1	
orth	Hypogyne		
pb	353	0363	
entry	Hypmochlion	0	
orth	Hypmochlion		
entry	Hyponitreux	0	
orth	Hyponitreux		
entry	Hyponitrite	0	
orth	Hyponitrite		
entry	Hypopédium	0	
orth	Hypopédium		
entry	Hypophase	0	
orth	Hypophase		
entry	Hypophore	0	
orth	Hypophore		
entry	Hypophosphite	0	
orth	Hypophosphite		
entry	Hypophosphoreux	0	
orth	Hypophosphoreux		
entry	Hypophthalmie	0	
orth	Hypophthalmie		
entry	Hypopyon	0	
orth	Hypopyon		
entry	Hyposarque	0	
orth	Hyposarque		
entry	Hypospadias	0	
orth	Hypospadias		
entry	Hypospathisme	0	
orth	Hypospathisme		
entry	Hyposphagme	0	
orth	Hyposphagme		
entry	Hypostaphyle	0	
orth	Hypostaphyle		
entry	Hypostase	0	
orth	Hypostase		
entry	Hypostème	0	
orth	Hypostème		
entry	Hyposternal	0	
orth	Hyposternal		
entry	Hyposthénie	0	
orth	Hyposthénie		
entry	Hyposthénique	0	
orth	Hyposthénique		
entry	Hyposulfate	0	
orth	Hyposulfate		
entry	Hyposulfite	0	
orth	Hyposulfite		
entry	Hyposulfureux	0	
orth	Hyposulfureux		
entry	Hyposulfurique	0	
orth	Hyposulfurique		
entry	Hypothenar	1	
orth	Hypothenar		
pb	354	0364	
entry	Hypozome	0	
orth	Hypozome		
entry	Hypsiloglosse	0	
orth	Hypsiloglosse		
entry	Hypsiloïde	0	
orth	Hypsiloïde		
entry	Hyssope	0	
orth	Hyssope		
entry	Hyssopite	0	
orth	Hyssopite		
entry	Hystéralgie	0	
orth	Hystéralgie		
entry	Hystéranthère	0	
orth	Hystéranthère		
entry	Hystéricie	0	
orth	Hystéricie		
entry	Hystéricisme	0	
orth	Hystéricisme		
entry	Hystérie	0	
orth	Hystérie		
entry	Hystérique	0	
orth	Hystérique		
entry	Hystérisme	0	
orth	Hystérisme		
entry	Hystérite	0	
orth	Hystérite		
entry	Hystérocèle	0	
orth	Hystérocèle		
entry	Hystéro-cystique	0	
orth	Hystéro-cystique		
entry	Hystéro-cystocèle	0	
orth	Hystéro-cystocèle		
entry	Hystéroloxie	0	
orth	Hystéroloxie		
entry	Hystéromanie	0	
orth	Hystéromanie		
entry	Hystérophyse	0	
orth	Hystérophyse		
entry	Hystéroptose	0	
orth	Hystéroptose		
entry	Hystérorrhée	0	
orth	Hystérorrhée		
entry	Hystérostomatome	0	
orth	Hystérostomatome		
entry	Hystérotome	0	
orth	Hystérotome		
entry	Hystérotomie	0	
orth	Hystérotomie		
entry	Hystérotomotocie	0	
orth	Hystérotomotocie		
entry	Iatralepte	0	
orth	Iatralepte		
entry	Iatraleptique	0	
orth	Iatraleptique		
entry	Iatre	0	
orth	Iatre		
entry	Iatrine	0	
orth	Iatrine		
entry	Iatrique	1	
orth	Iatrique		
pb	355	0365	
entry	Iatrochimie	0	
orth	Iatrochimie		
entry	Iatrochimique	0	
orth	Iatrochimique		
entry	Iatromathématicien	0	
orth	Iatromathématicien		
entry	Iatromathématique	0	
orth	Iatromathématique		
entry	Iatrophysique	0	
orth	Iatrophysique		
entry	Ichor	0	
orth	Ichor		
entry	Ichoreux	0	
orth	Ichoreux		
entry	Ichoroïde	0	
orth	Ichoroïde		
entry	Ichthyocolle	0	
orth	Ichthyocolle		
entry	Ichthyologie	0	
orth	Ichthyologie		
entry	Ichthyologique	0	
orth	Ichthyologique		
entry	Ichthyologiste	0	
orth	Ichthyologiste		
entry	Ichthyophage	0	
orth	Ichthyophage		
entry	Ichthyophagie	0	
orth	Ichthyophagie		
entry	Ichthyose	0	
orth	Ichthyose		
entry	Icosandrie	0	
orth	Icosandrie		
entry	Icosandrique	0	
orth	Icosandrique		
entry	Ictère	0	
orth	Ictère		
entry	Ictéricie	0	
orth	Ictéricie		
entry	Ictérique	0	
orth	Ictérique		
entry	Ictérode	0	
orth	Ictérode		
entry	Idéach	0	
orth	Idéach		
entry	Idéalisme	0	
orth	Idéalisme		
entry	Idéaliste	0	
orth	Idéaliste		
entry	Idechtrum	0	
orth	Idechtrum		
entry	Idée	1	
orth	Idée		
pb	356	0366	
entry	Identite	0	
orth	Identite		
entry	Idéologie	0	
orth	Idéologie		
entry	Idiocrase	0	
orth	Idiocrase		
entry	Idiocrasie	0	
orth	Idiocrasie		
entry	Idio-électrique	0	
orth	Idio-électrique		
entry	Idiogyne	0	
orth	Idiogyne		
entry	Idiopathie	0	
orth	Idiopathie		
entry	Idiopathique	0	
orth	Idiopathique		
entry	Idiosyncrasie	0	
orth	Idiosyncrasie		
entry	Idiot	0	
orth	Idiot		
entry	Idiotisme	0	
orth	Idiotisme		
entry	Idiotrophe	0	
orth	Idiotrophe		
entry	Idiotropie	0	
orth	Idiotropie		
entry	Idonéité	0	
orth	Idonéité		
entry	If	0	
orth	If		
entry	Igasurique	0	
orth	Igasurique		
entry	Igname	0	
orth	Igname		
entry	Igné	0	
orth	Igné		
entry	Ignifère	0	
orth	Ignifère		
entry	Ignition	0	
orth	Ignition		
entry	Ignivore	0	
orth	Ignivore		
entry	Ilech	0	
orth	Ilech		
entry	Iléo-cœcal	0	
orth	Iléo-cœcal		
entry	Iléo-colique	1	
orth	Iléo-colique		
pb	357	0367	
entry	Iléo-lombaire	0	
orth	Iléo-lombaire		
entry	Iléon	0	
orth	Iléon		
entry	Iléose	0	
orth	Iléose		
entry	Iléosie	0	
orth	Iléosie		
entry	Iles	0	
orth	Iles		
entry	Ileus	0	
orth	Ileus		
entry	Iliaco-musculaire	0	
orth	Iliaco-musculaire		
entry	Iliaco-trochantin	0	
orth	Iliaco-trochantin		
entry	Iliaco-trochantinien	0	
orth	Iliaco-trochantinien		
entry	Ilial	0	
orth	Ilial		
entry	Iliaque	0	
orth	Iliaque		
entry	Ilio-sacro-fémoral	0	
orth	Ilio-sacro-fémoral		
entry	Ilio-abdominal	0	
orth	Ilio-abdominal		
entry	Ilio-aponévrosi-fémoral	0	
orth	Ilio-aponévrosi-fémoral		
entry	Ilio-aponévrotique	0	
orth	Ilio-aponévrotique		
entry	Ilio-costal	0	
orth	Ilio-costal		
entry	Ilio-créti-tibial	0	
orth	Ilio-créti-tibial		
entry	Ilio-fémoral	0	
orth	Ilio-fémoral		
entry	Ilio-fémoral grêle	0	
orth	Ilio-fémoral grêle		
entry	Ilio-hypogastrique	0	
orth	Ilio-hypogastrique		
entry	Ilio-inguinal	0	
orth	Ilio-inguinal		
entry	Ilio-ischio-trochantérien	0	
orth	Ilio-ischio-trochantérien		
entry	Ilio-lombaire	0	
orth	Ilio-lombaire		
entry	Ilio-lombi-costal	0	
orth	Ilio-lombi-costal		
entry	Ilio-lombo-costo-abdominal	0	
orth	Ilio-lombo-costo-abdominal		
entry	Ilio-lombo-vertébral	0	
orth	Ilio-lombo-vertébral		
entry	Ilio-pectiné	1	
orth	Ilio-pectiné		
pb	358	0368	
entry	Ilio-prétibial	0	
orth	Ilio-prétibial		
entry	Ilio-pubi-costo-abdominal	0	
orth	Ilio-pubi-costo-abdominal		
entry	Ilio-rotulien	0	
orth	Ilio-rotulien		
entry	Ilio-sacre	0	
orth	Ilio-sacre		
entry	Ilio-sacro-fémoral	0	
orth	Ilio-sacro-fémoral		
entry	Ilio-scrotal	0	
orth	Ilio-scrotal		
entry	Ilio-spinal	0	
orth	Ilio-spinal		
entry	Ilio-trochantérien	0	
orth	Ilio-trochantérien		
entry	Ilion	0	
orth	Ilion		
entry	Illégitime	0	
orth	Illégitime		
entry	Illition	0	
orth	Illition		
entry	Illose	0	
orth	Illose		
entry	Illumination	0	
orth	Illumination		
entry	Illutation	0	
orth	Illutation		
entry	Image	0	
orth	Image		
entry	Imaginaire	0	
orth	Imaginaire		
entry	Imagination	0	
orth	Imagination		
entry	Imaginative	0	
orth	Imaginative		
entry	Imbécille	0	
orth	Imbécille		
entry	Imbécillité	0	
orth	Imbécillité		
entry	Imberbe	0	
orth	Imberbe		
entry	Imbibition	0	
orth	Imbibition		
entry	Imbriaque	0	
orth	Imbriaque		
entry	Imbriqué	0	
orth	Imbriqué		
entry	Immatérialisme	0	
orth	Immatérialisme		
entry	Immatérialiste	0	
orth	Immatérialiste		
entry	Immatérialité	0	
orth	Immatérialité		
entry	Immersion	0	
orth	Immersion		
entry	Imminence	0	
orth	Imminence		
entry	Immobile	0	
orth	Immobile		
entry	Immobilité	0	
orth	Immobilité		
entry	Impaction	0	
orth	Impaction		
entry	Impair	1	
orth	Impair		
pb	359	0369	
entry	Impalpable	0	
orth	Impalpable		
entry	Impastation	0	
orth	Impastation		
entry	Impénétrabilité	0	
orth	Impénétrabilité		
entry	Impératoire	0	
orth	Impératoire		
entry	Imperforation	0	
orth	Imperforation		
entry	Imperforé	0	
orth	Imperforé		
entry	Imperméabilité	0	
orth	Imperméabilité		
entry	Imperméable	0	
orth	Imperméable		
entry	Impétigo	0	
orth	Impétigo		
entry	Impondérable	0	
orth	Impondérable		
entry	Impondéré	0	
orth	Impondéré		
entry	Impotence	0	
orth	Impotence		
entry	Impotent	0	
orth	Impotent		
entry	Imprégnation	0	
orth	Imprégnation		
entry	Impression	0	
orth	Impression		
entry	Impubère	0	
orth	Impubère		
entry	Impuissance	0	
orth	Impuissance		
entry	Impuissant	0	
orth	Impuissant		
entry	Impulsion	0	
orth	Impulsion		
entry	Inalbuminé	0	
orth	Inalbuminé		
entry	Inanimé	0	
orth	Inanimé		
entry	Inanition	0	
orth	Inanition		
entry	Inappétence	0	
orth	Inappétence		
entry	Inauration	0	
orth	Inauration		
entry	Incalicé	0	
orth	Incalicé		
entry	Incandescence	0	
orth	Incandescence		
entry	Incandescent	0	
orth	Incandescent		
pb	360	0370	
entry	Incarnatif	0	
orth	Incarnatif		
entry	Incération	0	
orth	Incération		
entry	Incicatrisable	0	
orth	Incicatrisable		
entry	Incident	0	
orth	Incident		
entry	Incinération	0	
orth	Incinération		
entry	Incisif	0	
orth	Incisif		
entry	Incision	0	
orth	Incision		
entry	Incisorium	0	
orth	Incisorium		
pb	361	0371	
entry	Incisure	0	
orth	Incisure		
entry	Incitabilité	0	
orth	Incitabilité		
entry	Incoercibilité	0	
orth	Incoercibilité		
entry	Incoercible	0	
orth	Incoercible		
entry	Incombant	0	
orth	Incombant		
entry	Incombustibilité	0	
orth	Incombustibilité		
entry	Incombustible	0	
orth	Incombustible		
entry	Incommodité	0	
orth	Incommodité		
entry	Incomplet	0	
orth	Incomplet		
entry	Incompressibilité	0	
orth	Incompressibilité		
entry	Incompressible	0	
orth	Incompressible		
entry	Incontinence	0	
orth	Incontinence		
entry	Incontinence	0	
orth	Incontinence		
entry	Incorporation	0	
orth	Incorporation		
entry	Incrassant	0	
orth	Incrassant		
entry	Incrustation	0	
orth	Incrustation		
entry	Incrusté	0	
orth	Incrusté		
entry	Incubation	0	
orth	Incubation		
entry	Incube	0	
orth	Incube		
entry	Incurabilité	0	
orth	Incurabilité		
entry	Incurable	0	
orth	Incurable		
entry	Indéhiscence	0	
orth	Indéhiscence		
entry	Indéhiscent	0	
orth	Indéhiscent		
entry	Indenté	0	
orth	Indenté		
entry	Index	1	
orth	Index		
pb	362	0372	
entry	Indicant	0	
orth	Indicant		
entry	Indicateur	0	
orth	Indicateur		
entry	Indication	0	
orth	Indication		
entry	Indigène	0	
orth	Indigène		
entry	Indigeste	0	
orth	Indigeste		
entry	Indigestion	0	
orth	Indigestion		
entry	Indigo	0	
orth	Indigo		
entry	Indigotine	0	
orth	Indigotine		
entry	Indiqué	0	
orth	Indiqué		
entry	Indissolubilité	0	
orth	Indissolubilité		
entry	Indissoluble	0	
orth	Indissoluble		
entry	Individu	0	
orth	Individu		
entry	Indolent	0	
orth	Indolent		
entry	Induration	0	
orth	Induration		
entry	Inégal	0	
orth	Inégal		
entry	Inembryoné	0	
orth	Inembryoné		
entry	Inéquivalvé	0	
orth	Inéquivalvé		
entry	Inerme	0	
orth	Inerme		
entry	Inerte	0	
orth	Inerte		
entry	Inertie	0	
orth	Inertie		
entry	Infanticide	0	
orth	Infanticide		
entry	Infécond	0	
orth	Infécond		
entry	Infécondité	0	
orth	Infécondité		
entry	Infectieux	0	
orth	Infectieux		
entry	Infection	1	
orth	Infection		
pb	363	0373	
entry	Infère	0	
orth	Infère		
entry	Infernal	0	
orth	Infernal		
entry	Infeuillé	0	
orth	Infeuillé		
entry	Infibulation	0	
orth	Infibulation		
entry	Infiltration	0	
orth	Infiltration		
entry	Infiltré	0	
orth	Infiltré		
entry	Infirme	0	
orth	Infirme		
entry	Infirmier	0	
orth	Infirmier		
entry	Infirmité	0	
orth	Infirmité		
entry	Inflammabilité	0	
orth	Inflammabilité		
entry	Inflammable	0	
orth	Inflammable		
entry	Inflammation	1	
orth	Inflammation		
pb	364	0374	
entry	Inflammatoire	0	
orth	Inflammatoire		
entry	Infléchi	0	
orth	Infléchi		
entry	Inflexe	0	
orth	Inflexe		
entry	Influence	0	
orth	Influence		
entry	Influx	0	
orth	Influx		
entry	Infundibuliforme	0	
orth	Infundibuliforme		
entry	Infundibulum	0	
orth	Infundibulum		
entry	Infusibilité	0	
orth	Infusibilité		
entry	Infusible	0	
orth	Infusible		
entry	Infusion	0	
orth	Infusion		
entry	Infusoir	0	
orth	Infusoir		
entry	Infusum	0	
orth	Infusum		
entry	Ingesta	0	
orth	Ingesta		
entry	Ingrédient	0	
orth	Ingrédient		
entry	Inguinal	1	
orth	Inguinal		
pb	365	0375	
entry	Inguino-cutané	0	
orth	Inguino-cutané		
entry	Inhalant	0	
orth	Inhalant		
entry	Inhalation	0	
orth	Inhalation		
entry	Inhérent	0	
orth	Inhérent		
entry	Inhumation	0	
orth	Inhumation		
entry	Inirritabilité	0	
orth	Inirritabilité		
entry	Injecté	0	
orth	Injecté		
entry	Injection	0	
orth	Injection		
entry	Inné	0	
orth	Inné		
entry	Innominé	0	
orth	Innominé		
entry	Innutrition	0	
orth	Innutrition		
entry	Inoculation	0	
orth	Inoculation		
entry	Inoculer	0	
orth	Inoculer		
entry	Inodore	0	
orth	Inodore		
entry	Inondé	0	
orth	Inondé		
entry	Inorganique	0	
orth	Inorganique		
entry	Inoscultation	0	
orth	Inoscultation		
entry	Inquiet	0	
orth	Inquiet		
entry	Inquiétude	0	
orth	Inquiétude		
entry	Insalivation	0	
orth	Insalivation		
entry	Insalubre	0	
orth	Insalubre		
entry	Insensibilité	1	
orth	Insensibilité		
pb	366	0376	
entry	Insensible	0	
orth	Insensible		
entry	Insertion	0	
orth	Insertion		
entry	Insexé	0	
orth	Insexé		
entry	Insidieux	0	
orth	Insidieux		
entry	Insipide	0	
orth	Insipide		
entry	Insipidité	0	
orth	Insipidité		
entry	Insolation	0	
orth	Insolation		
entry	Insolubilité	0	
orth	Insolubilité		
entry	Insoluble	0	
orth	Insoluble		
entry	Insomnie	0	
orth	Insomnie		
entry	Inspirateur	0	
orth	Inspirateur		
entry	Inspiration	0	
orth	Inspiration		
entry	Instillation	0	
orth	Instillation		
entry	Instinct	0	
orth	Instinct		
entry	Instinctif	0	
orth	Instinctif		
entry	Instrument	0	
orth	Instrument		
entry	Insufflation	0	
orth	Insufflation		
entry	Intactile	0	
orth	Intactile		
entry	Intégrité	0	
orth	Intégrité		
entry	Intellect	0	
orth	Intellect		
entry	Intellectuel	0	
orth	Intellectuel		
entry	Intelligence	0	
orth	Intelligence		
entry	Intempérance	0	
orth	Intempérance		
entry	Intempérie	0	
orth	Intempérie		
entry	Intense	0	
orth	Intense		
entry	Intensité	1	
orth	Intensité		
pb	367	0377	
entry	Intention	0	
orth	Intention		
entry	Interarticulaire	0	
orth	Interarticulaire		
entry	Intercadent	0	
orth	Intercadent		
entry	Intercalaire	0	
orth	Intercalaire		
entry	Intercalé	0	
orth	Intercalé		
entry	Interception	0	
orth	Interception		
entry	Intercervical	0	
orth	Intercervical		
entry	Interclaviculaire	0	
orth	Interclaviculaire		
entry	Intercostal	0	
orth	Intercostal		
entry	Intercurrent	0	
orth	Intercurrent		
entry	Intercutané	0	
orth	Intercutané		
entry	Inter-épineux	0	
orth	Inter-épineux		
entry	Inter-latéri-costal	0	
orth	Inter-latéri-costal		
entry	Interlobulaire	0	
orth	Interlobulaire		
entry	Intermaxillaire	0	
orth	Intermaxillaire		
entry	Intermède	0	
orth	Intermède		
entry	Intermission	0	
orth	Intermission		
entry	Intermittence	1	
orth	Intermittence		
pb	368	0378	
entry	Intermittent	0	
orth	Intermittent		
entry	Intermusculaire	0	
orth	Intermusculaire		
entry	Interne	0	
orth	Interne		
entry	Interosseux	0	
orth	Interosseux		
entry	Inter-pariétal	0	
orth	Inter-pariétal		
entry	Interpinné	0	
orth	Interpinné		
entry	Inter-plévri-costal	0	
orth	Inter-plévri-costal		
entry	Interscapulaire	0	
orth	Interscapulaire		
entry	Intersection	0	
orth	Intersection		
entry	Interstice	0	
orth	Interstice		
entry	Inter-trachélien	0	
orth	Inter-trachélien		
entry	Intertransversaire	0	
orth	Intertransversaire		
entry	Intervalvaire	0	
orth	Intervalvaire		
entry	Intervertébral	0	
orth	Intervertébral		
entry	Intestin	1	
orth	Intestin		
pb	369	0379	
entry	Intestin	0	
orth	Intestin		
entry	Intigé	0	
orth	Intigé		
entry	Intestinal	0	
orth	Intestinal		
entry	Intra-pelvi-trochantérien	0	
orth	Intra-pelvi-trochantérien		
entry	Intrinsèque	0	
orth	Intrinsèque		
entry	Intromission	0	
orth	Intromission		
entry	Intumescence	0	
orth	Intumescence		
entry	Intus-susception	0	
orth	Intus-susception		
entry	Inuline	0	
orth	Inuline		
entry	Invagination	0	
orth	Invagination		
entry	Invasion	0	
orth	Invasion		
entry	Inversion	0	
orth	Inversion		
entry	Invertebré	0	
orth	Invertebré		
entry	Inviscant	0	
orth	Inviscant		
entry	Involucelle	0	
orth	Involucelle		
entry	Involucellé	0	
orth	Involucellé		
entry	Involucre	0	
orth	Involucre		
entry	Involucré	0	
orth	Involucré		
entry	Involuté	0	
orth	Involuté		
entry	Iodate	0	
orth	Iodate		
entry	Iode	0	
orth	Iode		
entry	Iodine	0	
orth	Iodine		
entry	Iodique	1	
orth	Iodique		
pb	370	0380	
entry	Iodonitrique	0	
orth	Iodonitrique		
entry	Iodophosphorique	0	
orth	Iodophosphorique		
entry	Iodosulfurique	0	
orth	Iodosulfurique		
entry	Iodure	0	
orth	Iodure		
entry	Iotacisme	0	
orth	Iotacisme		
entry	Ipécacuanha	0	
orth	Ipécacuanha		
entry	Iray	0	
orth	Iray		
entry	Iridium	0	
orth	Iridium		
entry	Irisé	0	
orth	Irisé		
entry	Iridectomie	0	
orth	Iridectomie		
entry	Irien	0	
orth	Irien		
entry	Iris	1	
orth	Iris		
pb	371	0381	
entry	Irite	0	
orth	Irite		
entry	Irradiation	0	
orth	Irradiation		
entry	Irréductible	0	
orth	Irréductible		
entry	Irrégulier	0	
orth	Irrégulier		
entry	Irritabilité	0	
orth	Irritabilité		
entry	Irritable	0	
orth	Irritable		
entry	Irritant	0	
orth	Irritant		
entry	Irritation	0	
orth	Irritation		
entry	Isabelle	0	
orth	Isabelle		
entry	Isatine	0	
orth	Isatine		
entry	Isatinique	0	
orth	Isatinique		
entry	Ischémie	0	
orth	Ischémie		
entry	Ischiadique	0	
orth	Ischiadique		
entry	Ischiagre	0	
orth	Ischiagre		
entry	Ischial	1	
orth	Ischial		
pb	372	0382	
entry	Ischialgie	0	
orth	Ischialgie		
entry	Ischiatique	0	
orth	Ischiatique		
entry	Ischiatocèle	0	
orth	Ischiatocèle		
entry	Ischidrose	0	
orth	Ischidrose		
entry	Ischio-caverneux	0	
orth	Ischio-caverneux		
entry	Ischiocèle	0	
orth	Ischiocèle		
entry	Ischio-clitorien	0	
orth	Ischio-clitorien		
entry	Ischio-clitorien	0	
orth	Ischio-clitorien		
entry	Ischio-coccygien	0	
orth	Ischio-coccygien		
entry	Ischio-créti-tibial	0	
orth	Ischio-créti-tibial		
entry	Ischio-fémoral	0	
orth	Ischio-fémoral		
entry	Ischio-fémoro péronien	0	
orth	Ischio-fémoro péronien		
entry	Ischio-fémoral	0	
orth	Ischio-fémoral		
entry	Ischion	0	
orth	Ischion		
entry	Ischio-penien	0	
orth	Ischio-penien		
entry	Ischio périnéal	0	
orth	Ischio périnéal		
entry	Ischio-popliti-tibial	0	
orth	Ischio-popliti-tibial		
entry	Ischio-prétibial	0	
orth	Ischio-prétibial		
entry	Ischio-prostatique	0	
orth	Ischio-prostatique		
entry	Ischio-pubi-fémoral	0	
orth	Ischio-pubi-fémoral		
entry	Ischio-pubi-prostatique	0	
orth	Ischio-pubi-prostatique		
entry	Ischio-sous-clitorien	0	
orth	Ischio-sous-clitorien		
entry	Ischio-sous-pénien	0	
orth	Ischio-sous-pénien		
entry	Ischio-sous-trochantérien	0	
orth	Ischio-sous-trochantérien		
entry	Ischio-spini-trochantérien	0	
orth	Ischio-spini-trochantérien		
entry	Ischio-tibial externe	1	
orth	Ischio-tibial externe		
pb	373	0383	
entry	Ischio-tibial interne	0	
orth	Ischio-tibial interne		
entry	Ischio-tibial postérieur	0	
orth	Ischio-tibial postérieur		
entry	Ischio-trochantérien	0	
orth	Ischio-trochantérien		
entry	Ischio-urethral	0	
orth	Ischio-urethral		
entry	Ischnophonie	0	
orth	Ischnophonie		
entry	Ischoblennie	0	
orth	Ischoblennie		
entry	Ischocoïlie	0	
orth	Ischocoïlie		
entry	Ischogalactie	0	
orth	Ischogalactie		
entry	Ischolochie	0	
orth	Ischolochie		
entry	Ischomenie	0	
orth	Ischomenie		
entry	Ischopyosie	0	
orth	Ischopyosie		
entry	Ischurétique	0	
orth	Ischurétique		
entry	Ischurie	0	
orth	Ischurie		
entry	Isochrone	0	
orth	Isochrone		
entry	Isochroneité	0	
orth	Isochroneité		
